,gene,cluster
4861,IMPDH1,Singleton
4862,SMAD6,Singleton
4863,SHB,Singleton
4864,CYP3A4,Singleton
4865,HIVEP2,Singleton
4866,GABRB3,Singleton
4867,SPR,Singleton
4868,PRDM16,Singleton
4869,RPS6KA5,Singleton
4870,SEMA7A,Singleton
4871,CASP7,Singleton
4872,CLTB,Singleton
4873,TMEM176A,Singleton
4874,PTPRO,Singleton
4875,ST3GAL1,Singleton
4876,SORBS2,Singleton
4877,ECM1,Singleton
4878,SLC1A1,Singleton
4879,CRIP2,Singleton
4880,CYP26B1,Singleton
4881,MAPK9,Singleton
4882,KDM6A,Singleton
4883,CTLA4,Singleton
4884,CCDC80,Singleton
4885,SYNE1,Singleton
4886,KANK2,Singleton
4887,NPY1R,Singleton
4888,PRRX1,Singleton
4889,ALPL,Singleton
4890,CDC42EP4,Singleton
4891,PROX1,Singleton
4892,STAR,Singleton
4893,NR1D1,Singleton
4894,STRN,Singleton
4895,DGAT1,Singleton
4896,PISD,Singleton
4897,INHBB,Singleton
4898,LATS1,Singleton
4899,CSNK1E,Singleton
4900,FZD1,Singleton
4901,QPCT,Singleton
4902,COBLL1,Singleton
4903,IL2RA,Singleton
4904,ABCD3,Singleton
4905,GJB2,Singleton
4906,JPH2,Singleton
4907,IRF4,Singleton
4908,FLRT3,Singleton
4909,CNN2,Singleton
4910,IGSF3,Singleton
4911,ATF2,Singleton
4912,SPRY1,Singleton
4913,NT5DC2,Singleton
4914,FEZ1,Singleton
4915,CHPF,Singleton
4916,MATN2,Singleton
4917,CYP17A1,Singleton
4918,ARID3B,Singleton
4919,ASH1L,Singleton
4920,FGF13,Singleton
4921,C1RL,Singleton
4922,VGF,Singleton
4923,CNR1,Singleton
4924,WDR26,Singleton
4925,FKBP9,Singleton
4926,ATP6V0E2,Singleton
4927,AFAP1,Singleton
4928,PLXNC1,Singleton
4929,SSH2,Singleton
4930,CBR3,Singleton
4931,ITGBL1,Singleton
4932,TPD52L1,Singleton
4933,LIG4,Singleton
4934,CDC42BPA,Singleton
4935,RELT,Singleton
4936,KAT6A,Singleton
4937,SMTN,Singleton
4938,CALB1,Singleton
4939,SYNM,Singleton
4940,WFS1,Singleton
4941,TBX2,Singleton
4942,ERCC1,Singleton
4943,CHN2,Singleton
4944,GAD1,Singleton
4945,STK38,Singleton
4946,DPP6,Singleton
4947,GRIN2B,Singleton
4948,ITGA8,Singleton
4949,ZIC1,Singleton
4950,SIK2,Singleton
4951,PRKG1,Singleton
4952,ADAM19,Singleton
4953,ELAVL2,Singleton
4954,CIITA,Singleton
4955,PPP2R5B,Singleton
4956,ARHGAP29,Singleton
4957,INA,Singleton
4958,CCNL1,Singleton
4959,PGR,Singleton
4960,PARD3,Singleton
4961,SAMD4A,Singleton
4962,TMEM47,Singleton
4963,CDK5,Singleton
4964,MECOM,Singleton
4965,DMPK,Singleton
4966,PCSK9,Singleton
4967,KCNJ10,Singleton
4968,GSTM2,Singleton
4969,LRP4,Singleton
4970,HMGCS2,Singleton
4971,ABO,Singleton
4972,ATF6,Singleton
4973,LBH,Singleton
4974,DLL1,Singleton
4975,GTF2IRD1,Singleton
4976,EVC,Singleton
4977,CLSTN1,Singleton
4978,GPT2,Singleton
4979,TMEM45A,Singleton
4980,ADO,Singleton
4981,HIPK3,Singleton
4982,NRN1,Singleton
4983,AKAP6,Singleton
4984,MYH14,Singleton
4985,ADAM23,Singleton
4986,SCG2,Singleton
4987,BTC,Singleton
4988,SPINK1,Singleton
4989,SERPINI1,Singleton
4990,AGFG2,Singleton
4991,TTR,Singleton
4992,SGCB,Singleton
4993,GPAM,Singleton
4994,DNM3,Singleton
4995,WASF3,Singleton
4996,RAPGEF2,Singleton
4997,SLC25A13,Singleton
4998,LTBP3,Singleton
4999,FGF18,Singleton
5000,DNAJC12,Singleton
5001,MAPK10,Singleton
5002,BDH2,Singleton
5003,CSPG4,Singleton
5004,FOXN3,Singleton
5005,WWOX,Singleton
5006,CLDN4,Singleton
5007,KBTBD11,Singleton
5008,EFHD1,Singleton
5009,SNRPN,Singleton
5010,CLIP1,Singleton
5011,PIK3C2B,Singleton
5012,NCOA1,Singleton
5013,PPP1R12B,Singleton
5014,IL1R2,Singleton
5015,LAD1,Singleton
5016,CYP27B1,Singleton
5017,ADCY5,Singleton
5018,NETO2,Singleton
5019,MT1E,Singleton
5020,QPRT,Singleton
5021,BCAT2,Singleton
5022,XDH,Singleton
5023,ACACB,Singleton
5024,JAG2,Singleton
5025,CRHR1,Singleton
5026,CHGB,Singleton
5027,EPHB1,Singleton
5028,EPC1,Singleton
5029,TACC1,Singleton
5030,GNA12,Singleton
5031,BACE2,Singleton
5032,NRXN3,Singleton
5033,PCDH9,Singleton
5034,SLC3A1,Singleton
5035,KCNK1,Singleton
5036,RBPMS,Singleton
5037,ARTN,Singleton
5038,RAB5B,Singleton
5039,CDH6,Singleton
5040,EYA1,Singleton
5041,MYH11,Singleton
5042,FEZ2,Singleton
5043,GNG4,Singleton
5044,NKX3-1,Singleton
5045,MYBPC3,Singleton
5046,VIP,Singleton
5047,ARHGAP32,Singleton
5048,RAMP1,Singleton
5049,MAPK11,Singleton
5050,FGF10,Singleton
5051,MYLIP,Singleton
5052,CALY,Singleton
5053,AGTR1,Singleton
5054,CCPG1,Singleton
5055,FSTL3,Singleton
5056,RNF128,Singleton
5057,EPN2,Singleton
5058,HLA-DPB1,Singleton
5059,PCTP,Singleton
5060,MT3,Singleton
5061,SCD5,Singleton
5062,DENND3,Singleton
5063,PYGB,Singleton
5064,CSF3,Singleton
5065,C7,Singleton
5066,HEY2,Singleton
5067,NMNAT2,Singleton
5068,APLNR,Singleton
5069,ANO1,Singleton
5070,RBM47,Singleton
5071,PCBD1,Singleton
5072,SNTB1,Singleton
5073,HS3ST1,Singleton
5074,ADCY3,Singleton
5075,TESC,Singleton
5076,DCC,Singleton
5077,HLA-G,Singleton
5078,TLR6,Singleton
5079,CHRNA3,Singleton
5080,HIP1R,Singleton
5081,CCDC92,Singleton
5082,ACAA1,Singleton
5083,PIR,Singleton
5084,EPS8L1,Singleton
5085,PPP3CB,Singleton
5086,CEP170B,Singleton
5087,TFR2,Singleton
5088,GPLD1,Singleton
5089,MAP2K4,Singleton
5090,EPHA7,Singleton
5091,NEFH,Singleton
5092,GRIK1,Singleton
5093,TTPA,Singleton
5094,CYP2J2,Singleton
5095,TMSB15A,Singleton
5096,SLC14A2,Singleton
5097,TLR7,Singleton
5098,GSTA1,Singleton
5099,STAT4,Singleton
5100,TNFRSF4,Singleton
5101,CTNNA2,Singleton
5102,NEFM,Singleton
5103,MYL4,Singleton
5104,GCAT,Singleton
5105,HAMP,Singleton
5106,ST8SIA2,Singleton
5107,GDPD5,Singleton
5108,ELAVL4,Singleton
5109,NCK1,Singleton
5110,DAAM2,Singleton
5111,ASTN1,Singleton
5112,CA1,Singleton
5113,CLCN4,Singleton
5114,CNN1,Singleton
5115,PHF12,Singleton
5116,EHF,Singleton
5117,LIMS2,Singleton
5118,CACNA1H,Singleton
5119,AKTIP,Singleton
5120,LHX2,Singleton
5121,FAIM,Singleton
5122,BMP5,Singleton
5123,TAGLN3,Singleton
5124,PGM5,Singleton
5125,ACE2,Singleton
5126,TNRC6C,Singleton
5127,DDX60L,Singleton
5128,RGL2,Singleton
5129,ZIC2,Singleton
5130,ESRP1,Singleton
5131,PRAME,Singleton
5132,POU2AF1,Singleton
5133,AMPH,Singleton
5134,KRT16,Singleton
5135,ACAN,Singleton
5136,POU3F3,Singleton
5137,GRM8,Singleton
5138,TOX3,Singleton
5139,SEC61A2,Singleton
5140,CLCA2,Singleton
5141,COL17A1,Singleton
5142,RAB25,Singleton
5143,FSD1,Singleton
5144,EVPL,Singleton
5145,SPINK5,Singleton
5146,GJB5,Singleton
5147,LY6D,Singleton
5148,ESRP2,Singleton
5149,CALML5,Singleton
5150,CDH18,Singleton
5151,DSG1,Singleton
5152,INSM1,Singleton
5153,CALML3,Singleton
5154,LEFTY1,Singleton
5155,TGM3,Singleton
5156,HSPA8,Singleton
5157,NPM1,Singleton
5158,HSPA5,Singleton
5159,GAPDH,Singleton
5160,FTH1,Singleton
5161,ACTB,Singleton
5162,VIM,Singleton
5163,YWHAZ,Singleton
5164,UBC,Singleton
5165,LDHA,Singleton
5166,DSP,Singleton
5167,HSP90AA1,Singleton
5168,RAN,Singleton
5169,RPS6,Singleton
5170,ACTG1,Singleton
5171,TFRC,Singleton
5172,PPIA,Singleton
5173,HSP90B1,Singleton
5174,HSP90AB1,Singleton
5175,PTMA,Singleton
5176,PGAM1,Singleton
5177,STMN1,Singleton
5178,RPS19,Singleton
5179,HSPB1,Singleton
5180,YWHAB,Singleton
5181,BSG,Singleton
5182,ALDOA,Singleton
5183,HSPD1,Singleton
5184,B2M,Singleton
5185,RPS11,Singleton
5186,RPL6,Singleton
5187,AHNAK,Singleton
5188,RPS8,Singleton
5189,RPS3A,Singleton
5190,RPSA,Singleton
5191,FASN,Singleton
5192,RPL10,Singleton
5193,ATF4,Singleton
5194,HMGB1,Singleton
5195,RPS20,Singleton
5196,SLC38A2,Singleton
5197,RPL32,Singleton
5198,RPS15,Singleton
5199,RPS10,Singleton
5200,EIF5A,Singleton
5201,CD63,Singleton
5202,CALM2,Singleton
5203,PSAT1,Singleton
5204,TSC22D1,Singleton
5205,TUBB6,Singleton
5206,RPL23,Singleton
5207,RPL10A,Singleton
5208,RPS17,Singleton
5209,ANXA5,Singleton
5210,RPL39,Singleton
5211,SLC3A2,Singleton
5212,TUBA1A,Singleton
5213,AHCY,Singleton
5214,TUBB2A,Singleton
5215,ASNS,Singleton
5216,TAGLN2,Singleton
5217,CSRP1,Singleton
5218,RPL18,Singleton
5219,PLCG1,Singleton
5220,C1QBP,Singleton
5221,DDX17,Singleton
5222,EZR,Singleton
5223,HTT,Singleton
5224,EIF4A1,Singleton
5225,IQGAP1,Singleton
5226,ENO1,Singleton
5227,ODC1,Singleton
5228,PGRMC1,Singleton
5229,ATN1,Singleton
5230,S100A4,Singleton
5231,SPTBN1,Singleton
5232,DDX3X,Singleton
5233,DAG1,Singleton
5234,FLNB,Singleton
5235,DYNLL1,Singleton
5236,DNMT1,Singleton
5237,RPS27A,Singleton
5238,HSPA1B,Singleton
5239,CDK6,Singleton
5240,GDI2,Singleton
5241,GSTP1,Singleton
5242,TUBB,Singleton
5243,NUMA1,Singleton
5244,GPX1,Singleton
5245,CDK4,Singleton
5246,CSTB,Singleton
5247,RPS5,Singleton
5248,IFITM3,Singleton
5249,FKBP1A,Singleton
5250,UBB,Singleton
5251,BASP1,Singleton
5252,RPL29,Singleton
5253,SUB1,Singleton
5254,TCP1,Singleton
5255,DSTN,Singleton
5256,RPL13A,Singleton
5257,SKI,Singleton
5258,RPL7,Singleton
5259,RPL3,Singleton
5260,RPL7A,Singleton
5261,HNRNPA2B1,Singleton
5262,NCL,Singleton
5263,UBA52,Singleton
5264,FSCN1,Singleton
5265,TPI1,Singleton
5266,RBBP7,Singleton
5267,ITM2B,Singleton
5268,MLEC,Singleton
5269,RPS2,Singleton
5270,CCNG1,Singleton
5271,BZW1,Singleton
5272,PTTG1IP,Singleton
5273,SFPQ,Singleton
5274,TXNRD1,Singleton
5275,S100A10,Singleton
5276,SDCBP,Singleton
5277,MGST1,Singleton
5278,SMARCA4,Singleton
5279,WNK1,Singleton
5280,XPO1,Singleton
5281,CTNND1,Singleton
5282,FUS,Singleton
5283,NDUFA5,Singleton
5284,LBR,Singleton
5285,S100A11,Singleton
5286,SLC7A1,Singleton
5287,ACADM,Singleton
5288,TUBA4A,Singleton
5289,CST3,Singleton
5290,VDAC2,Singleton
5291,DHX9,Singleton
5292,EEF1A2,Singleton
5293,HNRNPA1,Singleton
5294,CLTA,Singleton
5295,RPL35A,Singleton
5296,PPP1CC,Singleton
5297,GPI,Singleton
5298,RPL8,Singleton
5299,RPS24,Singleton
5300,RPS4X,Singleton
5301,EIF4A2,Singleton
5302,RPLP1,Singleton
5303,S100A6,Singleton
5304,RPL21,Singleton
5305,SERBP1,Singleton
5306,RHOC,Singleton
5307,PABPC1,Singleton
5308,MSH6,Singleton
5309,RPL41,Singleton
5310,DNAJA1,Singleton
5311,RTN4,Singleton
5312,RPS23,Singleton
5313,MTHFD2,Singleton
5314,RPL23A,Singleton
5315,MRFAP1,Singleton
5316,MACF1,Singleton
5317,NDUFB8,Singleton
5318,GTF2I,Singleton
5319,UQCRC2,Singleton
5320,AP2M1,Singleton
5321,RPS14,Singleton
5322,TMED9,Singleton
5323,BANF1,Singleton
5324,SNRPB,Singleton
5325,RPL13,Singleton
5326,RPL11,Singleton
5327,EIF4G2,Singleton
5328,RPL19,Singleton
5329,ARF4,Singleton
5330,RPS7,Singleton
5331,CCT3,Singleton
5332,UGP2,Singleton
5333,TMED2,Singleton
5334,MT2A,Singleton
5335,RPS18,Singleton
5336,MARCKSL1,Singleton
5337,PPP1CB,Singleton
5338,IER2,Singleton
5339,MYBBP1A,Singleton
5340,GMNN,Singleton
5341,DEK,Singleton
5342,VDAC3,Singleton
5343,KDELR2,Singleton
5344,ARHGDIA,Singleton
5345,MFGE8,Singleton
5346,ACAT1,Singleton
5347,DNAJC9,Singleton
5348,HSPA9,Singleton
5349,SYNCRIP,Singleton
5350,G3BP1,Singleton
5351,HSPA2,Singleton
5352,RPL5,Singleton
5353,RPL4,Singleton
5354,MKNK2,Singleton
5355,RPL27,Singleton
5356,HSPA4,Singleton
5357,RUVBL1,Singleton
5358,SSRP1,Singleton
5359,RPL28,Singleton
5360,NDUFB5,Singleton
5361,NONO,Singleton
5362,RPS15A,Singleton
5363,RPS29,Singleton
5364,GABARAP,Singleton
5365,ERRFI1,Singleton
5366,NUP205,Singleton
5367,SUMO1,Singleton
5368,RPS13,Singleton
5369,RPL9,Singleton
5370,MATR3,Singleton
5371,MYH10,Singleton
5372,SRSF1,Singleton
5373,RPL31,Singleton
5374,STIP1,Singleton
5375,APEX1,Singleton
5376,NDUFV2,Singleton
5377,CCT2,Singleton
5378,RPLP2,Singleton
5379,MYADM,Singleton
5380,CD164,Singleton
5381,RPL34,Singleton
5382,NEDD8,Singleton
5383,RRAGA,Singleton
5384,HNRNPM,Singleton
5385,NCKAP1,Singleton
5386,CCT6A,Singleton
5387,ARL6IP1,Singleton
5388,RAB31,Singleton
5389,PFAS,Singleton
5390,RPS26,Singleton
5391,RPL12,Singleton
5392,GPX4,Singleton
5393,RPL37A,Singleton
5394,GNAI3,Singleton
5395,NAP1L1,Singleton
5396,RPL24,Singleton
5397,SVIL,Singleton
5398,HNRNPD,Singleton
5399,HSPA6,Singleton
5400,RPL27A,Singleton
5401,RPL14,Singleton
5402,CCT8,Singleton
5403,MEF2D,Singleton
5404,NPTN,Singleton
5405,CCT7,Singleton
5406,PRDX6,Singleton
5407,PAM,Singleton
5408,ABCE1,Singleton
5409,SET,Singleton
5410,CHERP,Singleton
5411,RPS28,Singleton
5412,ETHE1,Singleton
5413,ATP6V0B,Singleton
5414,ZWILCH,Singleton
5415,RPL26,Singleton
5416,NEK7,Singleton
5417,NOP56,Singleton
5418,MTHFD1,Singleton
5419,ACTR3,Singleton
5420,TAF15,Singleton
5421,RPS27,Singleton
5422,PA2G4,Singleton
5423,RPL30,Singleton
5424,RTN3,Singleton
5425,ARF1,Singleton
5426,DNAJB9,Singleton
5427,LONP1,Singleton
5428,RPL38,Singleton
5429,AP2B1,Singleton
5430,NSDHL,Singleton
5431,RBM3,Singleton
5432,CS,Singleton
5433,HEXA,Singleton
5434,LIPA,Singleton
5435,RPL36,Singleton
5436,RPS9,Singleton
5437,FAU,Singleton
5438,PRDX4,Singleton
5439,RPS16,Singleton
5440,ATP1B3,Singleton
5441,RPL22,Singleton
5442,PRMT1,Singleton
5443,FDPS,Singleton
5444,RPL35,Singleton
5445,RPL15,Singleton
5446,EEF1D,Singleton
5447,TPM3,Singleton
5448,GART,Singleton
5449,MRPS12,Singleton
5450,PTGES3,Singleton
5451,MAPK6,Singleton
5452,PTP4A1,Singleton
5453,CCT4,Singleton
5454,NUP188,Singleton
5455,TRAP1,Singleton
5456,MAGED1,Singleton
5457,DHX15,Singleton
5458,NUCKS1,Singleton
5459,MYL6,Singleton
5460,ELOVL5,Singleton
5461,BCAP31,Singleton
5462,GSK3A,Singleton
5463,RPS12,Singleton
5464,RPS25,Singleton
5465,PSIP1,Singleton
5466,TFAM,Singleton
5467,IMPDH2,Singleton
5468,ADD1,Singleton
5469,TOMM20,Singleton
5470,ACTC1,Singleton
5471,CHORDC1,Singleton
5472,ADSL,Singleton
5473,HSPA1L,Singleton
5474,ATAD3A,Singleton
5475,NIPBL,Singleton
5476,MDH1,Singleton
5477,NSUN2,Singleton
5478,CBFB,Singleton
5479,MAP1LC3B,Singleton
5480,BAZ1B,Singleton
5481,RPS21,Singleton
5482,MED25,Singleton
5483,DAP,Singleton
5484,RPL17,Singleton
5485,SH3BGRL3,Singleton
5486,TMBIM6,Singleton
5487,NUP62,Singleton
5488,ABCC5,Singleton
5489,GOT1,Singleton
5490,GLO1,Singleton
5491,HAX1,Singleton
5492,PUF60,Singleton
5493,CSDE1,Singleton
5494,DUT,Singleton
5495,ALDH18A1,Singleton
5496,DHX37,Singleton
5497,RAB11B,Singleton
5498,MORF4L1,Singleton
5499,NOC2L,Singleton
5500,KDM5B,Singleton
5501,PGD,Singleton
5502,PLOD3,Singleton
5503,PRPS1,Singleton
5504,NCOA4,Singleton
5505,EXOSC4,Singleton
5506,RAD21,Singleton
5507,RPA2,Singleton
5508,SMS,Singleton
5509,SRSF3,Singleton
5510,RPS27L,Singleton
5511,SH3BGRL,Singleton
5512,NEU1,Singleton
5513,CCDC86,Singleton
5514,MYL12B,Singleton
5515,NCLN,Singleton
5516,CYB5R3,Singleton
5517,IFRD2,Singleton
5518,GAR1,Singleton
5519,PSMD9,Singleton
5520,NASP,Singleton
5521,UNG,Singleton
5522,SRSF7,Singleton
5523,SSR3,Singleton
5524,HMGB3,Singleton
5525,TRAF2,Singleton
5526,SRSF5,Singleton
5527,DDX54,Singleton
5528,SCPEP1,Singleton
5529,CCNE1,Singleton
5530,SNRPE,Singleton
5531,RAB1B,Singleton
5532,ILF2,Singleton
5533,CAP1,Singleton
5534,GOT2,Singleton
5535,IDH3A,Singleton
5536,SNRPD2,Singleton
5537,ZFAND5,Singleton
5538,RAP1B,Singleton
5539,PPT1,Singleton
5540,PSMG1,Singleton
5541,PPID,Singleton
5542,TAPBP,Singleton
5543,G6PD,Singleton
5544,SRSF6,Singleton
5545,IPO9,Singleton
5546,NUDT21,Singleton
5547,NHP2,Singleton
5548,ARL4A,Singleton
5549,SORD,Singleton
5550,API5,Singleton
5551,SP3,Singleton
5552,KDM1A,Singleton
5553,UQCRQ,Singleton
5554,RPL22L1,Singleton
5555,RFC1,Singleton
5556,YBX3,Singleton
5557,DDOST,Singleton
5558,YRDC,Singleton
5559,BLCAP,Singleton
5560,GNA13,Singleton
5561,TXN,Singleton
5562,SMARCA5,Singleton
5563,UQCRB,Singleton
5564,DDX19A,Singleton
5565,NAA50,Singleton
5566,NR2C2,Singleton
5567,POLA1,Singleton
5568,NOP16,Singleton
5569,ATP6V0D1,Singleton
5570,TUBG1,Singleton
5571,CHKA,Singleton
5572,MLH1,Singleton
5573,AIMP2,Singleton
5574,UBE2D3,Singleton
5575,ANAPC1,Singleton
5576,POP4,Singleton
5577,DNAJB6,Singleton
5578,RPN2,Singleton
5579,POLR2L,Singleton
5580,CDC37,Singleton
5581,UBE2N,Singleton
5582,PHYH,Singleton
5583,GLA,Singleton
5584,PAK2,Singleton
5585,SNRPD3,Singleton
5586,HAT1,Singleton
5587,RPL39L,Singleton
5588,NOP10,Singleton
5589,PPRC1,Singleton
5590,TOMM40,Singleton
5591,GRWD1,Singleton
5592,PDS5A,Singleton
5593,CDK2AP1,Singleton
5594,MED13L,Singleton
5595,MDN1,Singleton
5596,MANF,Singleton
5597,CDC27,Singleton
5598,RBMX,Singleton
5599,ARPC3,Singleton
5600,RBX1,Singleton
5601,NDUFAB1,Singleton
5602,ING1,Singleton
5603,RNMT,Singleton
5604,SUPT16H,Singleton
5605,PBRM1,Singleton
5606,NFKBIB,Singleton
5607,RTN2,Singleton
5608,NDUFA13,Singleton
5609,TSR1,Singleton
5610,SNRPG,Singleton
5611,DYNLT3,Singleton
5612,HNRNPA0,Singleton
5613,ALG8,Singleton
5614,NDUFV1,Singleton
5615,SRPK1,Singleton
5616,E2F3,Singleton
5617,ERH,Singleton
5618,EXOSC2,Singleton
5619,PPAT,Singleton
5620,SIN3A,Singleton
5621,AHSA1,Singleton
5622,POLR2E,Singleton
5623,PRPF4,Singleton
5624,KDM3B,Singleton
5625,RABAC1,Singleton
5626,NDE1,Singleton
5627,TOR1A,Singleton
5628,SDHA,Singleton
5629,CAB39,Singleton
5630,SNX3,Singleton
5631,NOP2,Singleton
5632,TAX1BP3,Singleton
5633,EIF6,Singleton
5634,NDC1,Singleton
5635,IFNAR1,Singleton
5636,SLC25A6,Singleton
5637,FIS1,Singleton
5638,PPIG,Singleton
5639,VMP1,Singleton
5640,RPA3,Singleton
5641,AHCTF1,Singleton
5642,FHL3,Singleton
5643,TATDN2,Singleton
5644,CISD1,Singleton
5645,NUP155,Singleton
5646,NDUFS1,Singleton
5647,NUP107,Singleton
5648,ARPC4,Singleton
5649,SNRPF,Singleton
5650,EIF3H,Singleton
5651,NOP14,Singleton
5652,CCDC71,Singleton
5653,NDUFA2,Singleton
5654,NDUFS5,Singleton
5655,RNF169,Singleton
5656,TIPIN,Singleton
5657,MIS18A,Singleton
5658,SEC61G,Singleton
5659,SMCR8,Singleton
5660,SSR4,Singleton
5661,PDHB,Singleton
5662,TMA7,Singleton
5663,CSNK2B,Singleton
5664,POMP,Singleton
5665,ETFA,Singleton
5666,EIF3L,Singleton
5667,PLA2G15,Singleton
5668,MFSD1,Singleton
5669,CTPS1,Singleton
5670,UQCR11,Singleton
5671,NDUFC2,Singleton
5672,UBE2B,Singleton
5673,NUDT4,Singleton
5674,CTBP1,Singleton
5675,SDF2L1,Singleton
5676,MVD,Singleton
5677,CPEB4,Singleton
5678,COPE,Singleton
5679,CD302,Singleton
5680,SC5D,Singleton
5681,DPP7,Singleton
5682,ARFGAP1,Singleton
5683,SLC8A1,Singleton
5684,CRELD2,Singleton
5685,PKP2,Singleton
5686,FMR1,Singleton
5687,CSAD,Singleton
5688,FKBP11,Singleton
5689,HIP1,Singleton
5690,CLK1,Singleton
5691,POFUT2,Singleton
5692,DHRS1,Singleton
5693,GUSB,Singleton
5694,MVK,Singleton
5695,AP1B1,Singleton
5696,ATXN3,Singleton
5697,ZMIZ2,Singleton
5698,CCS,Singleton
5699,GALE,Singleton
5700,PIK3C3,Singleton
5701,ARF5,Singleton
5702,FLCN,Singleton
5703,KLF7,Singleton
5704,CDK5RAP3,Singleton
5705,TFAP4,Singleton
5706,GCHFR,Singleton
5707,MAX,Singleton
5708,AGA,Singleton
5709,KMT2D,Singleton
5710,MAD1L1,Singleton
5711,NUCB2,Singleton
5712,SLC44A1,Singleton
5713,ALDH1B1,Singleton
5714,SERINC5,Singleton
5715,PFKFB1,Singleton
5716,EIF4E2,Singleton
5717,TBL1X,Singleton
5718,LAT,Singleton
5719,GCNT2,Singleton
5720,GRK5,Singleton
5721,CABIN1,Singleton
5722,RSU1,Singleton
5723,FNDC3A,Singleton
5724,PTPN12,Singleton
5725,SGPL1,Singleton
5726,UBA7,Singleton
5727,GMPR,Singleton
5728,CORO1B,Singleton
5729,RTEL1,Singleton
5730,MED12,Singleton
5731,COMMD8,Singleton
5732,PAPOLA,Singleton
5733,TRANK1,Singleton
5734,ARHGAP1,Singleton
5735,CTDP1,Singleton
5736,UAP1L1,Singleton
5737,FAM83D,Singleton
5738,BSCL2,Singleton
5739,TSC22D4,Singleton
5740,CHMP1B,Singleton
5741,NUP214,Singleton
5742,P2RX4,Singleton
5743,PGP,Singleton
5744,SIRT5,Singleton
5745,RAB8B,Singleton
5746,RNF34,Singleton
5747,ARSA,Singleton
5748,OSBPL7,Singleton
5749,CLCN5,Singleton
5750,RYBP,Singleton
5751,CTNS,Singleton
5752,VPS28,Singleton
5753,IRF3,Singleton
5754,TOX,Singleton
5755,BRAP,Singleton
5756,DDIT4L,Singleton
5757,CCNH,Singleton
5758,LY75,Singleton
5759,NUP85,Singleton
5760,KIFC3,Singleton
5761,EPN1,Singleton
5762,CHSY1,Singleton
5763,TRADD,Singleton
5764,GBP3,Singleton
5765,ISOC1,Singleton
5766,WWC1,Singleton
5767,TCN2,Singleton
5768,INTS3,Singleton
5769,HTRA2,Singleton
5770,BCAS3,Singleton
5771,DCAF7,Singleton
5772,GALNT6,Singleton
5773,CHKB,Singleton
5774,MED15,Singleton
5775,MLLT3,Singleton
5776,XRCC3,Singleton
5777,TRAPPC3,Singleton
5778,USP6NL,Singleton
5779,PPP1R15B,Singleton
5780,ARL4D,Singleton
5781,PIGQ,Singleton
5782,GMDS,Singleton
5783,CGN,Singleton
5784,RAB4A,Singleton
5785,RECQL5,Singleton
5786,EZH1,Singleton
5787,TRIOBP,Singleton
5788,WTAP,Singleton
5789,ORAI3,Singleton
5790,RAE1,Singleton
5791,KPNA1,Singleton
5792,SETD1B,Singleton
5793,SPCS3,Singleton
5794,GFER,Singleton
5795,MXD3,Singleton
5796,CBR1,Singleton
5797,LPAR6,Singleton
5798,DFFB,Singleton
5799,MAML1,Singleton
5800,RIN1,Singleton
5801,LMF2,Singleton
5802,ACOX3,Singleton
5803,THBS3,Singleton
5804,STARD4,Singleton
5805,PGPEP1,Singleton
5806,RXRB,Singleton
5807,ATP13A1,Singleton
5808,POLR1D,Singleton
5809,GGA1,Singleton
5810,LOXL3,Singleton
5811,BAG2,Singleton
5812,CSNK2A2,Singleton
5813,RTP4,Singleton
5814,EIF5A2,Singleton
5815,SMPDL3B,Singleton
5816,HCCS,Singleton
5817,SLC31A1,Singleton
5818,SCHIP1,Singleton
5819,RAD9A,Singleton
5820,BLMH,Singleton
5821,PHF19,Singleton
5822,SLC27A4,Singleton
5823,GTF3C5,Singleton
5824,WWP2,Singleton
5825,DEPDC1B,Singleton
5826,SFI1,Singleton
5827,XPNPEP1,Singleton
5828,POLB,Singleton
5829,NPRL2,Singleton
5830,RBM6,Singleton
5831,CPNE1,Singleton
5832,SCAND1,Singleton
5833,PIGC,Singleton
5834,TAF10,Singleton
5835,GLTP,Singleton
5836,ANKRD27,Singleton
5837,FBXL6,Singleton
5838,SIRT6,Singleton
5839,SLC29A3,Singleton
5840,SIDT2,Singleton
5841,AP5Z1,Singleton
5842,SCN9A,Singleton
5843,ZNF652,Singleton
5844,PLEKHM1,Singleton
5845,PRR5,Singleton
5846,CORIN,Singleton
5847,JPH1,Singleton
5848,ZDHHC6,Singleton
5849,ABHD3,Singleton
5850,DTX3,Singleton
5851,ELOVL7,Singleton
5852,PITPNM2,Singleton
5853,STX4,Singleton
5854,EPPK1,Singleton
5855,SUFU,Singleton
5856,FAM117A,Singleton
5857,RNF43,Singleton
5858,SPC24,Singleton
5859,AVEN,Singleton
5860,NT5DC3,Singleton
5861,CTDNEP1,Singleton
5862,PGM2,Singleton
5863,SLC35C1,Singleton
5864,EMD,Singleton
5865,ARFIP1,Singleton
5866,TPRA1,Singleton
5867,GAS2L1,Singleton
5868,LCLAT1,Singleton
5869,TBC1D15,Singleton
5870,SH3GL1,Singleton
5871,TCTA,Singleton
5872,PORCN,Singleton
5873,TTLL12,Singleton
5874,DLX4,Singleton
5875,PHKG2,Singleton
5876,FAR2,Singleton
5877,B3GNTL1,Singleton
5878,BTN3A3,Singleton
5879,ENTPD7,Singleton
5880,DUSP26,Singleton
5881,GNB1L,Singleton
